platform,appid,country,currency,initial,final,discount_percent,release_date,type,is_free,genres,categories,ts_collected_utc
steam,3917090,NZ,NZD,43.95,35.16,20,"13 Nov, 2025",game,False,"Racing,Early Access","Single-player,Full controller support,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,2399830,AU,AUD,70.0,35.0,50,"25 Oct, 2023",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access","Single-player,Multi-player,MMO,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Includes level editor,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3527290,KR,KRW,8400.0,5210.0,38,"16 Jun, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2025-11-17T05:02:14Z
steam,252490,AR,USD,18.99,18.99,0,"8 Feb, 2018",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet",2025-11-17T05:02:14Z
steam,252490,RU,RUB,1399.0,1399.0,0,"8 Feb, 2018",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet",2025-11-17T05:02:14Z
steam,3949040,MX,MXN,100.99,100.99,0,"21 Oct, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3450310,CA,CAD,79.99,79.99,0,"4 Nov, 2025",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3472040,CN,CNY,298.0,298.0,0,"4 Sep, 2025",game,False,Sports,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,In-App Purchases,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3949040,CH,CHF,8.99,8.99,0,"21 Oct, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,252490,TR,USD,18.99,18.99,0,"8 Feb, 2018",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet",2025-11-17T05:02:14Z
steam,1086940,ES,EUR,59.99,59.99,0,"3 Aug, 2023",game,False,"Adventure,RPG,Strategy","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3873970,CA,CAD,77.99,77.99,0,"11 Nov, 2025",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2399830,NO,NOK,500.0,250.0,50,"25 Oct, 2023",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access","Single-player,Multi-player,MMO,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Includes level editor,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1903340,DE,EUR,59.99,47.99,20,"24 Apr, 2025",game,False,"Action,RPG","Single-player,Steam Achievements,Full controller support,Adjustable Text Size,Custom Volume Controls,Adjustable Difficulty,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3917090,PL,PLN,99.0,79.2,20,"13 Nov, 2025",game,False,"Racing,Early Access","Single-player,Full controller support,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,3917090,US,USD,29.99,23.99,20,"Nov 13, 2025",game,False,"Racing,Early Access","Single-player,Full controller support,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,3606480,CN,CNY,348.0,348.0,0,"13 Nov, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Captions available,In-App Purchases,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,HDR available",2025-11-17T05:02:14Z
steam,3932890,BR,BRL,115.0,97.75,15,"15 Nov, 2025",game,False,"Action,Massively Multiplayer,RPG,Simulation","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound",2025-11-17T05:02:14Z
steam,553850,NL,EUR,39.99,39.99,0,"8 Feb, 2024",game,False,Action,"Multi-player,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Family Sharing",2025-11-17T05:02:14Z
steam,3932890,NL,EUR,49.99,42.49,15,"15 Nov, 2025",game,False,"Action,Massively Multiplayer,RPG,Simulation","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound",2025-11-17T05:02:14Z
steam,3917090,AU,AUD,42.95,34.36,20,"13 Nov, 2025",game,False,"Racing,Early Access","Single-player,Full controller support,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,1669000,CN,CNY,198.0,99.0,50,"2 May, 2023",game,False,"RPG,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3241660,US,USD,9.99,9.99,0,"Feb 26, 2025",game,False,"Action,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3274580,DE,EUR,59.99,59.99,0,"12 Nov, 2025",game,False,"Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support",2025-11-17T05:02:14Z
steam,3932890,AR,USD,19.99,16.99,15,"15 Nov, 2025",game,False,"Action,Massively Multiplayer,RPG,Simulation","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound",2025-11-17T05:02:14Z
steam,3450310,JP,JPY,7990.0,7990.0,0,"4 Nov, 2025",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1984270,IT,EUR,69.99,69.99,0,"2 Oct, 2025",game,False,RPG,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,252490,NZ,NZD,61.99,61.99,0,"8 Feb, 2018",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet",2025-11-17T05:02:14Z
steam,1245620,CA,CAD,79.99,79.99,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3450310,US,USD,59.99,59.99,0,"Nov 4, 2025",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2958130,CH,CHF,65.99,65.99,0,"21 Oct, 2025",game,False,"Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,3932890,PL,PLN,212.99,181.04,15,"15 Nov, 2025",game,False,"Action,Massively Multiplayer,RPG,Simulation","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound",2025-11-17T05:02:14Z
steam,2807960,IT,EUR,69.99,69.99,0,"10 Oct, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available",2025-11-17T05:02:14Z
steam,3241660,SE,EUR,9.75,9.75,0,"26 Feb, 2025",game,False,"Action,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1857950,BR,BRL,59.99,59.99,0,"24 Oct, 2025",game,False,"Action,RPG,Simulation,Early Access","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3164500,NZ,NZD,28.99,28.99,0,"24 Mar, 2025",game,False,"Action,Indie,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,252490,CN,CNY,138.0,138.0,0,"8 Feb, 2018",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet",2025-11-17T05:02:14Z
steam,739630,SE,EUR,19.5,19.5,0,"18 Sep, 2020",game,False,"Action,Indie,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Trading Cards,Camera Comfort,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1086940,GB,GBP,49.99,49.99,0,"3 Aug, 2023",game,False,"Adventure,RPG,Strategy","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,381210,US,USD,19.99,19.99,0,"Jun 14, 2016",game,False,Action,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,2399830,CH,CHF,49.99,24.99,50,"25 Oct, 2023",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access","Single-player,Multi-player,MMO,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Includes level editor,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3164500,US,USD,19.99,19.99,0,"Mar 24, 2025",game,False,"Action,Indie,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3450310,MX,MXN,1079.0,1079.0,0,"4 Nov, 2025",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,739630,IT,EUR,19.5,19.5,0,"18 Sep, 2020",game,False,"Action,Indie,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Trading Cards,Camera Comfort,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1145350,FR,EUR,28.99,23.19,20,"25 Sep, 2025",game,False,"Action,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3241660,NZ,NZD,14.75,14.75,0,"26 Feb, 2025",game,False,"Action,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2807960,NZ,NZD,119.95,119.95,0,"10 Oct, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available",2025-11-17T05:02:14Z
steam,2300320,MX,MXN,489.0,489.0,0,"12 Nov, 2024",game,False,Simulation,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3932890,US,USD,49.99,42.49,15,"Nov 15, 2025",game,False,"Action,Massively Multiplayer,RPG,Simulation","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound",2025-11-17T05:02:14Z
steam,252490,GB,GBP,34.99,34.99,0,"8 Feb, 2018",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet",2025-11-17T05:02:14Z
steam,2399830,IT,EUR,44.99,22.49,50,"25 Oct, 2023",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access","Single-player,Multi-player,MMO,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Includes level editor,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1086940,KR,KRW,66000.0,66000.0,0,"3 Aug, 2023",game,False,"Adventure,RPG,Strategy","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3274580,IT,EUR,59.99,59.99,0,"12 Nov, 2025",game,False,"Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support",2025-11-17T05:02:14Z
steam,2968420,TR,USD,12.49,12.49,0,"23 Oct, 2025",game,False,"Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1245620,DE,EUR,59.99,59.99,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1245620,TR,USD,39.99,39.99,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1145350,BR,BRL,88.99,71.19,20,"25 Sep, 2025",game,False,"Action,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3917090,GB,GBP,24.99,19.99,20,"13 Nov, 2025",game,False,"Racing,Early Access","Single-player,Full controller support,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,2958130,CA,CAD,77.99,77.99,0,"21 Oct, 2025",game,False,"Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,1783560,AR,USD,16.49,16.49,0,"6 Nov, 2025",game,False,"Action,Adventure,Indie,Simulation,Early Access","Single-player,Steam Achievements,Custom Volume Controls,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3472040,IT,EUR,69.99,69.99,0,"4 Sep, 2025",game,False,Sports,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,In-App Purchases,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3932890,DE,EUR,49.99,42.49,15,"15 Nov, 2025",game,False,"Action,Massively Multiplayer,RPG,Simulation","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound",2025-11-17T05:02:14Z
steam,1245620,NL,EUR,59.99,59.99,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1857950,ES,EUR,16.99,16.99,0,"24 Oct, 2025",game,False,"Action,RPG,Simulation,Early Access","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3527290,CH,CHF,7.19,4.45,38,"16 Jun, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2025-11-17T05:02:14Z
steam,739630,JP,JPY,2300.0,2300.0,0,"18 Sep, 2020",game,False,"Action,Indie,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Trading Cards,Camera Comfort,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,3240220,NO,NOK,369.0,369.0,0,"4 Mar, 2025",game,False,"Action,Adventure,Racing","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet",2025-11-17T05:02:14Z
steam,252490,BR,BRL,119.99,119.99,0,"8 Feb, 2018",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet",2025-11-17T05:02:14Z
steam,1203620,CN,CNY,98.0,78.4,20,"24 Jan, 2024",game,False,"Action,Adventure,Indie,RPG,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1669000,GB,GBP,41.99,20.99,50,"2 May, 2023",game,False,"RPG,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3606480,MX,MXN,1499.0,1499.0,0,"13 Nov, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Captions available,In-App Purchases,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,HDR available",2025-11-17T05:02:14Z
steam,2968420,GB,GBP,19.99,19.99,0,"23 Oct, 2025",game,False,"Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1245620,JP,JPY,9020.0,9020.0,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3527290,ES,EUR,7.49,4.64,38,"16 Jun, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2025-11-17T05:02:14Z
steam,3450310,CH,CHF,62.99,62.99,0,"4 Nov, 2025",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3164500,AR,USD,10.49,10.49,0,"24 Mar, 2025",game,False,"Action,Indie,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1857950,NO,NOK,220.0,220.0,0,"24 Oct, 2025",game,False,"Action,RPG,Simulation,Early Access","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2399830,ES,EUR,44.99,22.49,50,"25 Oct, 2023",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access","Single-player,Multi-player,MMO,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Includes level editor,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,3949040,IT,EUR,7.79,7.79,0,"21 Oct, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2799860,US,USD,69.99,69.99,0,"Nov 13, 2025",game,False,"RPG,Sports","Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,3873970,PL,PLN,274.99,274.99,0,"11 Nov, 2025",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3274580,CN,CNY,198.0,198.0,0,"12 Nov, 2025",game,False,"Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support",2025-11-17T05:02:14Z
steam,3932890,SE,EUR,49.99,42.49,15,"15 Nov, 2025",game,False,"Action,Massively Multiplayer,RPG,Simulation","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound",2025-11-17T05:02:14Z
