platform,appid,country,currency,initial,final,discount_percent,release_date,type,is_free,genres,categories,ts_collected_utc
steam,2456740,ES,EUR,39.99,39.99,0,"27 Mar, 2025",game,False,"Adventure,Casual,Simulation,Early Access","Single-player,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,703080,NO,NOK,309.0,92.7,70,"5 Nov, 2019",game,False,"Casual,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,255710,RU,RUB,1599.0,1599.0,0,"10 Mar, 2015",game,False,"Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,2879840,NZ,NZD,27.99,27.99,0,"27 Oct, 2025",game,False,"Adventure,Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Workshop,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Includes level editor,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,413150,FR,EUR,13.99,13.99,0,"26 Feb, 2016",game,False,"Indie,RPG,Simulation","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1363080,SE,EUR,39.99,39.99,0,"26 Apr, 2024",game,False,"Simulation,Strategy,Early Access","Single-player,Steam Achievements,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,532790,DE,EUR,59.99,59.99,0,"21 Oct, 2025",game,False,"Action,RPG","Single-player,Steam Achievements,Steam Trading Cards,Adjustable Text Size,Adjustable Difficulty,Subtitle Options,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,594570,JP,JPY,6580.0,6580.0,0,"28 Sep, 2017",game,False,"Action,Strategy","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,926990,AU,AUD,43.95,29.0,34,"22 Jul, 2025",game,False,"Action,RPG,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2025-11-17T05:02:14Z
steam,1158310,GB,GBP,41.99,41.99,0,"1 Sep, 2020",game,False,"RPG,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,221100,KR,KRW,59000.0,59000.0,0,"13 Dec, 2018",game,False,"Action,Adventure,Massively Multiplayer","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled",2025-11-17T05:02:14Z
steam,2344520,JP,JPY,6700.0,6700.0,0,"17 Oct, 2023",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases",2025-11-17T05:02:14Z
steam,1716740,KR,KRW,79990.0,79990.0,0,"5 Sep, 2023",game,False,RPG,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Color Alternatives,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3764200,JP,JPY,8990.0,8990.0,0,"26 Feb, 2026",game,False,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Captions available,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,2623190,ES,EUR,54.99,54.99,0,"22 Apr, 2025",game,False,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3981100,TR,USD,3.59,3.59,0,"30 Oct, 2025",game,False,"Casual,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Stats,Steam Leaderboards,Family Sharing",2025-11-17T05:02:14Z
steam,1260320,NL,EUR,17.99,10.79,40,"20 Sep, 2023",game,False,"Action,Casual,Indie","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1229490,US,USD,24.99,24.99,0,"Sep 3, 2020",game,False,"Action,Indie,Early Access","Single-player,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,805550,NL,EUR,39.99,9.99,75,"29 May, 2019",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,LAN PvP,VR Supported,Partial Controller Support,Family Sharing",2025-11-17T05:02:14Z
steam,3405340,MX,MXN,123.99,123.99,0,"18 Sep, 2025",game,False,"Action,Casual,Indie","Single-player,Steam Achievements,Full controller support,Camera Comfort,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Stats,Steam Leaderboards,Family Sharing,Steam Timeline",2025-11-17T05:02:14Z
steam,813780,SE,EUR,32.99,32.99,0,"14 Nov, 2019",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor,Family Sharing",2025-11-17T05:02:14Z
steam,3180150,AU,AUD,20.5,16.4,20,"3 Nov, 2025",game,False,"Casual,Indie,Simulation,Early Access","Single-player,Steam Achievements,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Steam Leaderboards,Family Sharing",2025-11-17T05:02:14Z
steam,1172620,AU,AUD,49.95,49.95,0,"3 Jun, 2020",game,False,"Action,Adventure","Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,805550,FR,EUR,39.99,9.99,75,"29 May, 2019",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,LAN PvP,VR Supported,Partial Controller Support,Family Sharing",2025-11-17T05:02:14Z
steam,2651280,KR,KRW,62800.0,62800.0,0,"30 Jan, 2025",game,False,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,292030,SE,EUR,29.99,29.99,0,"18 May, 2015",game,False,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,2444750,CH,CHF,27.99,27.99,0,"10 Sep, 2025",game,False,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2947440,ES,EUR,79.99,79.99,0,"24 Sep, 2025",game,False,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1943950,CH,CHF,10.5,10.5,0,"23 Oct, 2025",game,False,"Action,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Partial Controller Support,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,2456740,NL,EUR,39.99,39.99,0,"27 Mar, 2025",game,False,"Adventure,Casual,Simulation,Early Access","Single-player,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1142710,AU,AUD,99.95,99.95,0,"16 Feb, 2022",game,False,"Action,Strategy","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1623730,TR,USD,14.99,14.99,0,"18 Jan, 2024",game,False,"Action,Adventure,Indie,RPG,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1144200,CN,CNY,159.0,159.0,0,"13 Dec, 2023",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud",2025-11-17T05:02:14Z
steam,2344520,TR,USD,49.99,49.99,0,"17 Oct, 2023",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases",2025-11-17T05:02:14Z
steam,2893570,NO,NOK,659.0,659.0,0,"30 Oct, 2025",game,False,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1466860,FR,EUR,39.99,39.99,0,"28 Oct, 2021",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Family Sharing",2025-11-17T05:02:14Z
steam,2373990,MX,MXN,699.0,699.0,0,"24 Nov, 2025",game,False,"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Family Sharing",2025-11-17T05:02:14Z
steam,1004640,US,USD,49.99,49.99,0,"Sep 30, 2025",game,False,"RPG,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,275850,JP,JPY,6500.0,6500.0,0,"12 Aug, 2016",game,False,"Action,Adventure","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,3981100,PL,PLN,19.99,19.99,0,"30 Oct, 2025",game,False,"Casual,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Stats,Steam Leaderboards,Family Sharing",2025-11-17T05:02:14Z
steam,1217060,IT,EUR,16.79,16.79,0,"17 Nov, 2021",game,False,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,105600,NO,NOK,110.0,110.0,0,"16 May, 2011",game,False,"Action,Adventure,Indie,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,2651280,ES,EUR,59.99,59.99,0,"30 Jan, 2025",game,False,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,855740,IT,EUR,19.99,4.99,75,"12 May, 2023",game,False,"Action,Adventure,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1229490,IT,EUR,23.99,23.99,0,"3 Sep, 2020",game,False,"Action,Indie,Early Access","Single-player,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1604030,IT,EUR,34.99,34.99,0,"8 May, 2024",game,False,"Action,Adventure,Massively Multiplayer","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,993090,CA,CAD,8.99,4.49,50,"28 Dec, 2018",game,False,Utilities,,2025-11-17T05:02:14Z
steam,304390,CA,CAD,39.99,39.99,0,"14 Mar, 2024",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support",2025-11-17T05:02:14Z
steam,400750,CH,CHF,38.99,9.74,75,"11 Jun, 2021",game,False,"Action,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Family Sharing",2025-11-17T05:02:14Z
steam,594570,CN,CNY,268.0,268.0,0,"28 Sep, 2017",game,False,"Action,Strategy","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1604030,NZ,NZD,49.99,49.99,0,"8 May, 2024",game,False,"Action,Adventure,Massively Multiplayer","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2246340,BR,BRL,279.0,279.0,0,"27 Feb, 2025",game,False,"Action,Adventure,RPG","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,255710,NL,EUR,27.99,27.99,0,"10 Mar, 2015",game,False,"Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,3405340,DE,EUR,9.75,9.75,0,"18 Sep, 2025",game,False,"Action,Casual,Indie","Single-player,Steam Achievements,Full controller support,Camera Comfort,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Stats,Steam Leaderboards,Family Sharing,Steam Timeline",2025-11-17T05:02:14Z
steam,431960,US,USD,4.99,4.99,0,"Nov 16, 2018",game,False,"Casual,Indie,Animation & Modeling,Design & Illustration,Photo Editing,Utilities","Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Workshop,Includes level editor",2025-11-17T05:02:14Z
steam,374320,AU,AUD,84.95,84.95,0,"11 Apr, 2016",game,False,Action,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,1943950,KR,KRW,10500.0,10500.0,0,"23 Oct, 2025",game,False,"Action,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Partial Controller Support,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,2486820,DE,EUR,69.99,69.99,0,"25 Sep, 2025",game,False,"Action,Adventure,Racing","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Stereo Sound,Steam Cloud,Stats,Family Sharing",2025-11-17T05:02:14Z
steam,892970,KR,KRW,22000.0,22000.0,0,"2 Feb, 2021",game,False,"Action,Adventure,Indie,RPG,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Steam Cloud,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,594650,JP,JPY,3400.0,3400.0,0,"27 Aug, 2019",game,False,Action,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Leaderboards,Remote Play on Tablet,Remote Play on TV",2025-11-17T05:02:14Z
steam,1466060,BR,BRL,121.99,121.99,0,"23 May, 2025",game,False,"Action,Adventure,Indie,RPG","Single-player,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,620980,NO,NOK,335.0,335.0,0,"21 May, 2019",game,False,Indie,"Single-player,Multi-player,PvP,Online PvP,Tracked Controller Support,VR Only,Steam Leaderboards,Family Sharing",2025-11-17T05:02:14Z
steam,1426210,CA,CAD,54.99,54.99,0,"25 Mar, 2021",game,False,"Action,Adventure","Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Stereo Sound,Surround Sound,Steam Cloud,Remote Play Together",2025-11-17T05:02:14Z
steam,1285190,DE,EUR,69.99,69.99,0,"11 Sep, 2025",game,False,"Action,Adventure,RPG","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,Family Sharing",2025-11-17T05:02:14Z
steam,275850,PL,PLN,274.99,274.99,0,"12 Aug, 2016",game,False,"Action,Adventure","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,532790,AU,AUD,84.95,84.95,0,"21 Oct, 2025",game,False,"Action,RPG","Single-player,Steam Achievements,Steam Trading Cards,Adjustable Text Size,Adjustable Difficulty,Subtitle Options,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,202970,NO,NOK,721.0,721.0,0,"12 Nov, 2012",game,False,Action,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,1149460,CN,CNY,128.0,128.0,0,"3 Dec, 2021",game,False,"Action,Adventure,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2414270,BR,BRL,134.99,80.99,40,"23 Apr, 2025",game,False,"RPG,Strategy","Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,855740,FR,EUR,19.99,4.99,75,"12 May, 2023",game,False,"Action,Adventure,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2958970,SE,EUR,28.99,18.84,35,"5 Dec, 2024",game,False,Action,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,346110,NL,EUR,14.79,14.79,0,"27 Aug, 2017",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1716740,JP,JPY,9680.0,9680.0,0,"5 Sep, 2023",game,False,RPG,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Color Alternatives,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1465360,KR,KRW,34800.0,34800.0,0,"17 May, 2021",game,False,"Adventure,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1190970,BR,BRL,107.99,107.99,0,"14 Dec, 2023",game,False,"Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Includes level editor,Family Sharing",2025-11-17T05:02:14Z
steam,594650,IT,EUR,29.99,29.99,0,"27 Aug, 2019",game,False,Action,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Leaderboards,Remote Play on Tablet,Remote Play on TV",2025-11-17T05:02:14Z
steam,2508780,AR,USD,34.99,27.99,20,"27 Aug, 2025",game,False,"Casual,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,261550,CH,CHF,54.99,54.99,0,"25 Oct, 2022",game,False,"Action,Indie,RPG,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,2379780,JP,JPY,1700.0,1700.0,0,"20 Feb, 2024",game,False,"Casual,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Color Alternatives,Custom Volume Controls,Mouse Only Option,Playable without Timed Input,Touch Only Option,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,367520,JP,JPY,1700.0,1700.0,0,"24 Feb, 2017",game,False,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,594570,SE,EUR,59.99,59.99,0,"28 Sep, 2017",game,False,"Action,Strategy","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1190970,CN,CNY,135.99,135.99,0,"14 Dec, 2023",game,False,"Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Includes level editor,Family Sharing",2025-11-17T05:02:14Z
steam,1149460,FR,EUR,33.99,33.99,0,"3 Dec, 2021",game,False,"Action,Adventure,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,454650,DE,EUR,19.99,19.99,0,"27 Oct, 2016",game,False,"Action,Adventure,Casual,Massively Multiplayer","Single-player,Multi-player,MMO,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing",2025-11-17T05:02:14Z
steam,2489330,TR,USD,14.99,11.99,20,"6 Nov, 2025",game,False,"Simulation,Strategy,Early Access","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,255710,CH,CHF,31.99,31.99,0,"10 Mar, 2015",game,False,"Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,855740,JP,JPY,2300.0,575.0,75,"12 May, 2023",game,False,"Action,Adventure,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,292030,IT,EUR,29.99,29.99,0,"18 May, 2015",game,False,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,4000,AU,AUD,14.5,14.5,0,"29 Nov, 2006",game,False,"Casual,Indie,Simulation","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Includes Source SDK,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1551360,TR,USD,32.78,32.78,0,"8 Nov, 2021",game,False,"Action,Adventure,Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,413150,AU,AUD,16.99,16.99,0,"26 Feb, 2016",game,False,"Indie,RPG,Simulation","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
