platform,appid,country,currency,initial,final,discount_percent,release_date
steam,311210,DE,EUR,59.99,19.79,67,"5 Nov, 2015"
steam,1285190,DE,EUR,69.99,69.99,0,"11 Sep, 2025"
steam,1326470,GB,GBP,24.99,8.24,67,"22 Feb, 2024"
steam,3472040,BR,BRL,399.9,399.9,0,"4 Sep, 2025"
steam,3527290,CN,CNY,33.0,26.4,20,"16 Jun, 2025"
steam,1004640,JP,JPY,5800.0,5800.0,0,"30 Sep, 2025"
steam,1142710,US,USD,59.99,14.99,75,"Feb 16, 2022"
steam,2486820,PL,PLN,299.0,299.0,0,"25 Sep, 2025"
steam,3489700,PL,PLN,299.0,239.2,20,"11 Jun, 2025"
steam,2246340,BR,BRL,279.0,195.3,30,"27 Feb, 2025"
steam,1030300,DE,EUR,19.5,19.5,0,"4 Sep, 2025"
steam,990080,TR,USD,59.99,11.99,80,"10 Feb, 2023"
steam,1030300,BR,BRL,59.99,59.99,0,"4 Sep, 2025"
steam,2138330,DE,EUR,29.99,20.99,30,"25 Sep, 2023"
steam,3164500,BR,BRL,59.99,41.99,30,"24 Mar, 2025"
steam,3489700,TR,USD,59.99,47.99,20,"11 Jun, 2025"
steam,3606480,CN,CNY,348.0,348.0,0,"13 Nov, 2025"
steam,1174180,GB,GBP,59.99,14.99,75,"5 Dec, 2019"
steam,2486820,FR,EUR,69.99,69.99,0,"25 Sep, 2025"
steam,553850,CA,CAD,49.99,39.99,20,"8 Feb, 2024"
steam,275850,PL,PLN,274.99,109.99,60,"12 Aug, 2016"
steam,381210,PL,PLN,71.99,28.79,60,"14 Jun, 2016"
steam,1151340,AR,USD,23.99,5.99,75,"14 Apr, 2020"
steam,2486820,AR,USD,59.99,59.99,0,"25 Sep, 2025"
steam,3472040,AU,AUD,99.95,99.95,0,"4 Sep, 2025"
steam,3472040,FR,EUR,69.99,69.99,0,"4 Sep, 2025"
steam,1669000,TR,USD,29.99,14.99,50,"2 May, 2023"
steam,2246340,AR,USD,52.49,36.74,30,"27 Feb, 2025"
steam,275850,JP,JPY,6500.0,2600.0,60,"12 Aug, 2016"
steam,311210,CA,CAD,79.99,26.39,67,"5 Nov, 2015"
steam,1285190,JP,JPY,9460.0,9460.0,0,"11 Sep, 2025"
steam,1675200,PL,PLN,1899.0,1519.2,20,"17 Jan, 2025"
steam,1903340,US,USD,49.99,44.99,10,"Apr 24, 2025"
steam,1091500,CA,CAD,79.99,27.99,65,"9 Dec, 2020"
steam,2138330,BR,BRL,99.99,69.99,30,"25 Sep, 2023"
steam,1144200,JP,JPY,7150.0,3575.0,50,"13 Dec, 2023"
steam,2651280,AU,AUD,94.95,75.96,20,"30 Jan, 2025"
steam,3527290,DE,EUR,7.49,5.99,20,"16 Jun, 2025"
steam,2486820,US,USD,69.99,69.99,0,"Sep 25, 2025"
steam,2246340,CA,CAD,89.99,62.99,30,"27 Feb, 2025"
steam,2807960,BR,BRL,299.0,299.0,0,"10 Oct, 2025"
steam,1757300,GB,GBP,16.75,16.75,0,"19 Sep, 2025"
steam,1004640,AU,AUD,74.95,74.95,0,"30 Sep, 2025"
steam,3008130,PL,PLN,229.99,229.99,0,"18 Sep, 2025"
steam,1030300,GB,GBP,16.75,16.75,0,"4 Sep, 2025"
steam,1174180,DE,EUR,59.99,14.99,75,"5 Dec, 2019"
steam,3489700,DE,EUR,69.99,55.99,20,"11 Jun, 2025"
steam,3606480,TR,USD,69.99,69.99,0,"13 Nov, 2025"
steam,1151340,JP,JPY,4800.0,1200.0,75,"14 Apr, 2020"
steam,2486820,CN,CNY,298.0,298.0,0,"25 Sep, 2025"
steam,1144200,TR,USD,28.99,14.49,50,"13 Dec, 2023"
steam,2651280,TR,USD,59.99,47.99,20,"30 Jan, 2025"
steam,3405690,FR,EUR,69.99,69.99,0,"25 Sep, 2025"
steam,3164500,DE,EUR,19.5,13.65,30,"24 Mar, 2025"
steam,1984270,CA,CAD,93.49,93.49,0,"2 Oct, 2025"
steam,1151340,CA,CAD,54.99,13.74,75,"14 Apr, 2020"
steam,1086940,CA,CAD,79.99,59.99,25,"3 Aug, 2023"
steam,3527290,PL,PLN,24.99,19.99,20,"16 Jun, 2025"
steam,281990,CA,CAD,52.99,13.24,75,"9 May, 2016"
steam,2807960,AR,USD,69.99,69.99,0,"10 Oct, 2025"
steam,1091500,FR,EUR,59.99,20.99,65,"9 Dec, 2020"
steam,1669000,AU,AUD,69.95,34.97,50,"2 May, 2023"
steam,381210,CA,CAD,25.99,10.39,60,"14 Jun, 2016"
steam,2183900,FR,EUR,59.99,29.99,50,"9 Sep, 2024"
steam,2215430,PL,PLN,259.0,173.53,33,"16 May, 2024"
steam,1285190,CN,CNY,298.0,298.0,0,"11 Sep, 2025"
steam,2246340,DE,EUR,69.99,48.99,30,"27 Feb, 2025"
steam,3164500,AU,AUD,29.5,20.65,30,"24 Mar, 2025"
steam,1142710,DE,EUR,59.99,14.99,75,"16 Feb, 2022"
steam,1144200,AU,AUD,73.5,36.75,50,"13 Dec, 2023"
steam,374320,JP,JPY,5940.0,2970.0,50,"11 Apr, 2016"
steam,2246340,US,USD,69.99,48.99,30,"Feb 27, 2025"
steam,294100,CA,CAD,39.99,31.99,20,"17 Oct, 2018"
steam,3489700,BR,BRL,249.9,199.92,20,"11 Jun, 2025"
steam,1151340,GB,GBP,34.99,8.74,75,"14 Apr, 2020"
steam,1142710,GB,GBP,49.99,12.49,75,"16 Feb, 2022"
steam,1326470,AR,USD,14.99,4.94,67,"22 Feb, 2024"
steam,990080,AR,USD,30.0,6.0,80,"10 Feb, 2023"
steam,3489700,FR,EUR,69.99,55.99,20,"11 Jun, 2025"
steam,1004640,US,USD,49.99,49.99,0,"Sep 30, 2025"
steam,275850,TR,USD,26.99,10.79,60,"12 Aug, 2016"
steam,3230400,FR,EUR,69.99,48.99,30,"14 Aug, 2025"
steam,2947440,PL,PLN,339.0,339.0,0,"24 Sep, 2025"
steam,1144200,DE,EUR,49.99,24.99,50,"13 Dec, 2023"
steam,374320,TR,USD,39.99,19.99,50,"11 Apr, 2016"
steam,3472040,US,USD,69.99,69.99,0,"Sep 4, 2025"
steam,1091500,DE,EUR,59.99,20.99,65,"9 Dec, 2020"
steam,1142710,PL,PLN,289.0,72.25,75,"16 Feb, 2022"
steam,2651280,BR,BRL,249.9,199.92,20,"30 Jan, 2025"
steam,3606480,DE,EUR,79.99,79.99,0,"13 Nov, 2025"
steam,3230400,PL,PLN,299.9,209.93,30,"14 Aug, 2025"
steam,281990,JP,JPY,5390.0,1347.0,75,"9 May, 2016"
steam,1326470,BR,BRL,88.99,29.36,67,"22 Feb, 2024"
steam,252490,CA,CAD,51.99,25.99,50,"8 Feb, 2018"
steam,3230400,CN,CNY,348.0,243.6,30,"14 Aug, 2025"
steam,1757300,JP,JPY,2300.0,2300.0,0,"19 Sep, 2025"
steam,1903340,GB,GBP,41.99,37.79,10,"24 Apr, 2025"
steam,1757300,FR,EUR,19.5,19.5,0,"19 Sep, 2025"
steam,3405690,GB,GBP,59.99,59.99,0,"25 Sep, 2025"
steam,3405340,CA,CAD,12.99,11.04,15,"18 Sep, 2025"
steam,1030300,AU,AUD,29.5,29.5,0,"4 Sep, 2025"
steam,311210,GB,GBP,44.99,14.84,67,"5 Nov, 2015"
steam,1669000,US,USD,49.99,24.99,50,"May 2, 2023"
steam,252490,BR,BRL,119.99,59.99,50,"8 Feb, 2018"
steam,1675200,GB,GBP,349.0,279.2,20,"17 Jan, 2025"
steam,1144200,CA,CAD,59.99,29.99,50,"13 Dec, 2023"
steam,3472040,GB,GBP,59.99,59.99,0,"4 Sep, 2025"
steam,1326470,CN,CNY,108.0,35.64,67,"22 Feb, 2024"
steam,1326470,AU,AUD,43.95,14.5,67,"22 Feb, 2024"
steam,1144200,CN,CNY,159.0,79.5,50,"13 Dec, 2023"
steam,3164500,FR,EUR,19.5,13.65,30,"24 Mar, 2025"
steam,1984270,GB,GBP,54.99,54.99,0,"2 Oct, 2025"
steam,1144200,FR,EUR,49.99,24.99,50,"13 Dec, 2023"
steam,2486820,BR,BRL,399.9,399.9,0,"25 Sep, 2025"
steam,1086940,BR,BRL,199.99,149.99,25,"3 Aug, 2023"
steam,553850,AU,AUD,59.95,47.96,20,"8 Feb, 2024"
steam,311210,JP,JPY,8990.0,2966.0,67,"5 Nov, 2015"
steam,1091500,JP,JPY,8778.0,3072.0,65,"9 Dec, 2020"
steam,2807960,AU,AUD,109.95,109.95,0,"10 Oct, 2025"
steam,311210,TR,USD,59.99,19.79,67,"5 Nov, 2015"
